         419821 function calls (408413 primitive calls) in 0.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        1    0.000    0.000    0.000    0.000 extras.py:1794(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1146(copy_with)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(reset_tzpath)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 string_.py:374(BaseStringArray)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       11    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 functools.py:844(register)
        9    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        2    0.000    0.000    0.000    0.000 config.py:145(_get_option)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       10    0.000    0.000    0.000    0.000 base.py:461(__str__)
       12    0.000    0.000    0.000    0.000 extension.py:110(inherit_names)
       11    0.000    0.000    0.000    0.000 dataclasses.py:510(_init_param)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 pydoc.py:1161(TextDoc)
        4    0.000    0.000    0.000    0.000 datetimelike.py:171(_period_dispatch)
        1    0.000    0.000    0.000    0.000 info.py:359(_BaseInfo)
       23    0.000    0.000    0.000    0.000 expr.py:295(_op_maker)
        1    0.000    0.000    0.000    0.000 stata.py:3209(StataWriter117)
       19    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 config.py:273(__call__)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 categorical.py:2807(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 selectn.py:43(SelectN)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        1    0.000    0.000    0.000    0.000 parquet.py:149(BaseImpl)
       30    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
       22    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.011    0.011 npyio.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.001    0.001 __init__.py:12(__getattr__)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 resample.py:2078(TimeGrouper)
        1    0.000    0.000    0.000    0.000 _calamine.py:40(CalamineReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:24(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:599(_frozen_get_del_attr)
        3    0.000    0.000    0.002    0.001 dataclasses.py:1175(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        4    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 indexing.py:1214(_LocIndexer)
        1    0.000    0.000    0.000    0.000 rolling.py:1466(RollingAndExpandingMixin)
        1    0.000    0.000    0.000    0.000 ops.py:953(BinGrouper)
        1    0.000    0.000    0.000    0.000 sql.py:2632(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
       11    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
        3    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        3    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 accessors.py:36(ArrowAccessor)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:166(maybe_split)
        1    0.000    0.000    0.000    0.000 info.py:841(_TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:25(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:533(OpenpyxlReader)
        4    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.467    0.467 data_loader.py:1(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sysconfig.py:555(get_paths)
        1    0.000    0.000    0.000    0.000 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.000    0.000 _common.py:127(_TZifHeader)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 apply.py:1610(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 timedeltas.py:38(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1760(DatelikeOps)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        1    0.000    0.000    0.000    0.000 multi.py:209(names_compat)
        1    0.000    0.000    0.000    0.000 format.py:189(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 accessors.py:53(Properties)
        1    0.000    0.000    0.000    0.000 _xlrd.py:25(XlrdReader)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        2    0.000    0.000    0.000    0.000 platform.py:1093(python_implementation)
        2    0.000    0.000    0.000    0.000 sysconfig.py:73(joinuser)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 dtypes.py:107(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1533(BaseMaskedDtype)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        1    0.000    0.000    0.000    0.000 core.py:216(<listcomp>)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        5    0.000    0.000    0.000    0.000 typing.py:1711(runtime_checkable)
        4    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        4    0.000    0.000    0.000    0.000 sysconfig.py:567(get_path)
        1    0.000    0.000    0.000    0.000 extras.py:1847(__init__)
       21    0.000    0.000    0.000    0.000 accessors.py:176(<lambda>)
        2    0.000    0.000    0.000    0.000 expr.py:128(_compose)
        1    0.000    0.000    0.000    0.000 pytables.py:108(BinOp)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 os.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(_StderrHandler)
        2    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        2    0.000    0.000    0.000    0.000 nanops.py:1082(_nanminmax)
       22    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        2    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
        5    0.000    0.000    0.000    0.000 typing.py:1142(<genexpr>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:234(obj2sctype)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        5    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 blocks.py:2069(EABackedBlock)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        1    0.000    0.000    0.004    0.004 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:924(SQLTable)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 accessors.py:62(ListAccessor)
        1    0.000    0.000    0.000    0.000 base.py:2426(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 numeric.py:234(NumericArray)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        3    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:1157(dataclass)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 pytables.py:2648(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 sql.py:2101(ADBCDatabase)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 threading.py:615(Barrier)
        3    0.000    0.000    0.000    0.000 sysconfig.py:140(_safe_realpath)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:234(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 apply.py:1235(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 concat.py:398(_Concatenator)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 info.py:442(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 scope.py:121(Scope)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:24(_XlsxStyler)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       13    0.000    0.000    0.000    0.000 typing.py:2279(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:350(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:508(hugepage_setup)
        4    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
       21    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 ops.py:1128(DataSplitter)
        1    0.000    0.000    0.000    0.000 html.py:579(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4881(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        6    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        6    0.000    0.000    0.000    0.000 typing.py:2447(<lambda>)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        3    0.000    0.000    0.000    0.000 getlimits.py:87(_str_smallest_subnormal)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 __init__.py:432(base_version)
        1    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        2    0.000    0.000    0.000    0.000 config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3203(view)
        2    0.000    0.000    0.000    0.000 core.py:6990(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 sql.py:1455(PandasSQL)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:324(__init__)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 docscrape.py:610(ClassDoc)
        1    0.000    0.000    0.000    0.000 extension.py:135(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 concat.py:350(JoinUnit)
        1    0.000    0.000    0.000    0.000 ewm.py:933(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        2    0.000    0.000    0.000    0.000 sysconfig.py:170(_fix_pcbuild)
        2    0.000    0.000    0.000    0.000 sysconfig.py:658(get_config_var)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        2    0.000    0.000    0.000    0.000 core.py:6888(__setattr__)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
        1    0.000    0.000    0.000    0.000 tarfile.py:600(_FileInFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2237(Path)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        2    0.000    0.000    0.000    0.000 textwrap.py:364(fill)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 threading.py:561(set)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
       10    0.000    0.000    0.000    0.000 base.py:455(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 blocks.py:2646(NumpyBlock)
        1    0.000    0.000    0.000    0.000 zipfile.py:776(ZipExtFile)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        3    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:293(<dictcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        1    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 blocks.py:2361(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 rolling.py:2872(RollingGroupby)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 expr.py:779(Expr)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 base_parser.py:102(BadLineHandleMethod)
        3    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       14    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1041(<listcomp>)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 __config__.py:101(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:793(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:66(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 _generated_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:504(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:262(BaseBuffer)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 core.py:6591(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:8771(_convert2ma)
        6    0.000    0.000    0.000    0.000 nanops.py:99(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:156(IndexingMixin)
        1    0.000    0.000    0.000    0.000 format.py:1848(EngFormatter)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 _json.py:226(Writer)
        1    0.000    0.000    0.000    0.000 readers.py:1568(TextFileReader)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:26(ArrowParserWrapper)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 pytables.py:3255(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:5362(Selection)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 sre_parse.py:980(addgroup)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.000    0.000 getlimits.py:33(MachArLike)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2271(vectorize)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        2    0.000    0.000    0.000    0.000 config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 api.py:114(__getattr__)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 zipfile.py:2169(CompleteDirs)
        1    0.000    0.000    0.000    0.000 ops.py:500(UnaryOp)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 html.py:154(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4629(AppendableFrameTable)
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1307(_ActionsContainer)
       11    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:382(notify_all)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 accessors.py:215(StructAccessor)
        1    0.000    0.000    0.000    0.000 string_.py:1057(StringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 apply.py:1367(SeriesApply)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 stata.py:3590(StataWriterUTF8)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 tzinfo.py:159(DstTzInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 core.py:1328(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 rolling.py:683(BaseWindowGroupby)
        2    0.000    0.000    0.000    0.000 series.py:233(_coerce_method)
